dataset;idtweets;date;time;city
madrid_ser_morf;x1460344208292786187;15/11/2021;20:29:25;Madrid
lima_tener_morf;x1460344244409933838;15/11/2021;20:29:34;Lima
caracas_ser_morf;x1460344265960218624;15/11/2021;20:29:39;Caracas
caracas_ser_morf;x1460344270456508423;15/11/2021;20:29:40;Caracas
madrid_tener_morf;x1460344273870757901;15/11/2021;20:29:41;Madrid
madrid_ser_morf;x1460344296054403076;15/11/2021;20:29:46;Madrid
madrid_ser_morf;x1460344316254117901;15/11/2021;20:29:51;Madrid
madrid_ser_morf;x1460344330544050177;15/11/2021;20:29:54;Madrid
madrid_hacer_morf;x1460344338374959108;15/11/2021;20:29:56;Madrid
caracas_ser_morf;x1460344352623022088;15/11/2021;20:30:00;Caracas
lima_ser_morf;x1460344352652156934;15/11/2021;20:30:00;Lima
mexico_tener_morf;x1460344354053058561;15/11/2021;20:30:00;México
madrid_ser_morf;x1460344354267009028;15/11/2021;20:30:00;Madrid
mexico_tener_morf;x1460344354673872904;15/11/2021;20:30:00;México
aires_ir_morf;x1460344354820661250;15/11/2021;20:30:00;Buenos Aires
madrid_tener_morf;x1460344376144633865;15/11/2021;20:30:05;Madrid
madrid_tener_morf;x1460344377625219072;15/11/2021;20:30:06;Madrid
mexico_ir_morf;x1460344397212655621;15/11/2021;20:30:10;México
mexico_ser_morf;x1460344397212655621;15/11/2021;20:30:10;México
madrid_tener_morf;x1460344402266710024;15/11/2021;20:30:12;Madrid
mexico_ser_morf;x1460344402489004046;15/11/2021;20:30:12;México
aires_tener_peri;x1460344431266127877;15/11/2021;20:30:18;Buenos Aires
mexico_ir_morf;x1460344438979534848;15/11/2021;20:30:20;México
mexico_ser_morf;x1460344445325520909;15/11/2021;20:30:22;México
madrid_tener_morf;x1460344461725216772;15/11/2021;20:30:26;Madrid
caracas_ser_morf;x1460344467916050441;15/11/2021;20:30:27;Caracas
aires_ser_peri;x1460344512040116232;15/11/2021;20:30:38;Buenos Aires
madrid_ser_peri;x1460344514619576327;15/11/2021;20:30:38;Madrid
aires_ser_peri;x1460344527869390848;15/11/2021;20:30:41;Buenos Aires
santiago_tener_peri;x1460344530822074368;15/11/2021;20:30:42;Santiago
lima_ir_morf;x1460344535590924291;15/11/2021;20:30:43;Lima
aires_ir_morf;x1460344599575203841;15/11/2021;20:30:59;Buenos Aires
madrid_tener_morf;x1460344615765172230;15/11/2021;20:31:02;Madrid
mexico_tener_morf;x1460344642482941954;15/11/2021;20:31:09;México
madrid_ir_morf;x1460344657846669314;15/11/2021;20:31:12;Madrid
santiago_ser_morf;x1460344664163241991;15/11/2021;20:31:14;Santiago
santiago_ser_morf;x1460344679031967745;15/11/2021;20:31:18;Santiago
santiago_ser_peri;x1460344717221240836;15/11/2021;20:31:27;Santiago
aires_ser_peri;x1460344759306706948;15/11/2021;20:31:37;Buenos Aires
santiago_ir_morf;x1460344766252470278;15/11/2021;20:31:38;Santiago
mexico_ser_morf;x1460344768991354892;15/11/2021;20:31:39;México
aires_ir_peri;x1460344774595002368;15/11/2021;20:31:40;Buenos Aires
lima_ser_morf;x1460344777157885956;15/11/2021;20:31:41;Lima
lima_ir_peri;x1460344785261277188;15/11/2021;20:31:43;Lima
aires_hacer_peri;x1460344832476471300;15/11/2021;20:31:54;Buenos Aires
madrid_ser_morf;x1460344832497524741;15/11/2021;20:31:54;Madrid
mexico_hacer_peri;x1460344839107715074;15/11/2021;20:31:56;México
lima_ser_morf;x1460344846967791620;15/11/2021;20:31:58;Lima
santiago_ser_morf;x1460344850474278922;15/11/2021;20:31:58;Santiago
madrid_ser_morf;x1460344929641709569;15/11/2021;20:32:17;Madrid
aires_tener_peri;x1460344952626434050;15/11/2021;20:32:23;Buenos Aires
mexico_tener_morf;x1460344984650100742;15/11/2021;20:32:30;México
madrid_hacer_peri;x1460345004073930759;15/11/2021;20:32:35;Madrid
mexico_ser_morf;x1460345012391141378;15/11/2021;20:32:37;México
aires_hacer_peri;x1460345034310512643;15/11/2021;20:32:42;Buenos Aires
lima_ser_peri;x1460345107887104001;15/11/2021;20:33:00;Lima
aires_ser_morf;x1460345130309804038;15/11/2021;20:33:05;Buenos Aires
caracas_ser_morf;x1460345132801314827;15/11/2021;20:33:06;Caracas
aires_ir_morf;x1460345136232030215;15/11/2021;20:33:07;Buenos Aires
madrid_tener_peri;x1460345136735473664;15/11/2021;20:33:07;Madrid
aires_ser_morf;x1460345154875924480;15/11/2021;20:33:11;Buenos Aires
madrid_ser_peri;x1460345173192413185;15/11/2021;20:33:15;Madrid
madrid_tener_morf;x1460345173192413185;15/11/2021;20:33:15;Madrid
mexico_ir_morf;x1460345174568038401;15/11/2021;20:33:16;México
lima_ir_morf;x1460345195992600582;15/11/2021;20:33:21;Lima
aires_ser_morf;x1460345222399938561;15/11/2021;20:33:27;Buenos Aires
santiago_tener_morf;x1460345226657107968;15/11/2021;20:33:28;Santiago
lima_ser_morf;x1460345230696366093;15/11/2021;20:33:29;Lima
caracas_ser_morf;x1460345258550743044;15/11/2021;20:33:36;Caracas
madrid_ser_morf;x1460345267828494339;15/11/2021;20:33:38;Madrid
madrid_tener_peri;x1460345278138097666;15/11/2021;20:33:40;Madrid
aires_ser_morf;x1460345278184054801;15/11/2021;20:33:40;Buenos Aires
madrid_tener_morf;x1460345294340640775;15/11/2021;20:33:44;Madrid
mexico_tener_morf;x1460345342529003531;15/11/2021;20:33:56;México
madrid_tener_morf;x1460345348266860547;15/11/2021;20:33:57;Madrid
madrid_hacer_morf;x1460345358538608640;15/11/2021;20:34:00;Madrid
caracas_ser_morf;x1460345366470082572;15/11/2021;20:34:01;Caracas
madrid_ser_morf;x1460345386103681026;15/11/2021;20:34:06;Madrid
santiago_tener_morf;x1460345479481499650;15/11/2021;20:34:28;Santiago
santiago_hacer_morf;x1460345510993223685;15/11/2021;20:34:36;Santiago
aires_ser_morf;x1460345528173031427;15/11/2021;20:34:40;Buenos Aires
aires_ser_morf;x1460345533386661891;15/11/2021;20:34:41;Buenos Aires
madrid_tener_morf;x1460345544396742664;15/11/2021;20:34:44;Madrid
santiago_ser_morf;x1460345554156670979;15/11/2021;20:34:46;Santiago
mexico_tener_morf;x1460345573857370113;15/11/2021;20:34:51;México
aires_hacer_morf;x1460345581373587456;15/11/2021;20:34:53;Buenos Aires
lima_ir_morf;x1460345609509036042;15/11/2021;20:34:59;Lima
aires_ir_peri;x1460345655407394819;15/11/2021;20:35:10;Buenos Aires
madrid_ser_morf;x1460345695391690754;15/11/2021;20:35:20;Madrid
lima_ser_morf;x1460345749531607049;15/11/2021;20:35:33;Lima
madrid_ser_morf;x1460345788782071811;15/11/2021;20:35:42;Madrid
santiago_ser_morf;x1460345805961777155;15/11/2021;20:35:46;Santiago
aires_ser_peri;x1460345816170778631;15/11/2021;20:35:49;Buenos Aires
santiago_ir_peri;x1460345842280407043;15/11/2021;20:35:55;Santiago
mexico_ser_morf;x1460345896952942592;15/11/2021;20:36:08;México
santiago_ser_morf;x1460345905169592320;15/11/2021;20:36:10;Santiago
santiago_ir_morf;x1460345911624843271;15/11/2021;20:36:11;Santiago
aires_hacer_morf;x1460345926678204418;15/11/2021;20:36:15;Buenos Aires
santiago_hacer_morf;x1460345938296246274;15/11/2021;20:36:18;Santiago
santiago_ser_morf;x1460345973117444096;15/11/2021;20:36:26;Santiago
santiago_ser_morf;x1460346023432359939;15/11/2021;20:36:38;Santiago
aires_ser_morf;x1460346026242445313;15/11/2021;20:36:39;Buenos Aires
madrid_ser_morf;x1460346041635676163;15/11/2021;20:36:42;Madrid
aires_tener_morf;x1460346043653140482;15/11/2021;20:36:43;Buenos Aires
madrid_tener_morf;x1460346088276246530;15/11/2021;20:36:54;Madrid
aires_ser_morf;x1460346088750211076;15/11/2021;20:36:54;Buenos Aires
caracas_ser_morf;x1460346107947479041;15/11/2021;20:36:58;Caracas
aires_ser_peri;x1460346116763836416;15/11/2021;20:37:00;Buenos Aires
aires_hacer_peri;x1460346166772592645;15/11/2021;20:37:12;Buenos Aires
aires_ser_morf;x1460346201937747975;15/11/2021;20:37:21;Buenos Aires
lima_ser_morf;x1460346229565673484;15/11/2021;20:37:27;Lima
lima_ser_morf;x1460346251451502594;15/11/2021;20:37:32;Lima
lima_ser_peri;x1460346251451502594;15/11/2021;20:37:32;Lima
aires_tener_peri;x1460346305675419648;15/11/2021;20:37:45;Buenos Aires
aires_tener_peri;x1460346305675419648;15/11/2021;20:37:45;Buenos Aires
madrid_tener_peri;x1460346306824753164;15/11/2021;20:37:46;Madrid
aires_hacer_peri;x1460346309425176577;15/11/2021;20:37:46;Buenos Aires
lima_ser_morf;x1460346331772297217;15/11/2021;20:37:52;Lima
madrid_ser_morf;x1460346343575203846;15/11/2021;20:37:54;Madrid
aires_tener_peri;x1460346346188288004;15/11/2021;20:37:55;Buenos Aires
aires_ser_morf;x1460346365071044612;15/11/2021;20:38:00;Buenos Aires
santiago_ser_morf;x1460346369843941376;15/11/2021;20:38:01;Santiago
santiago_ser_morf;x1460346370326503426;15/11/2021;20:38:01;Santiago
aires_ser_morf;x1460346445329047562;15/11/2021;20:38:19;Buenos Aires
madrid_tener_morf;x1460346494565892097;15/11/2021;20:38:30;Madrid
madrid_ser_morf;x1460346499678838784;15/11/2021;20:38:32;Madrid
santiago_ir_morf;x1460346514627350533;15/11/2021;20:38:35;Santiago
mexico_ser_morf;x1460346520725721090;15/11/2021;20:38:37;México
mexico_ser_morf;x1460346537142194176;15/11/2021;20:38:41;México
mexico_ser_morf;x1460346537142194176;15/11/2021;20:38:41;México
mexico_ser_morf;x1460346537142194176;15/11/2021;20:38:41;México
madrid_tener_morf;x1460346557589557255;15/11/2021;20:38:45;Madrid
aires_ser_morf;x1460346562031366147;15/11/2021;20:38:46;Buenos Aires
santiago_ser_peri;x1460346568041762827;15/11/2021;20:38:48;Santiago
santiago_ser_morf;x1460346578686726148;15/11/2021;20:38:50;Santiago
lima_ser_morf;x1460346600816005128;15/11/2021;20:38:56;Lima
lima_ser_morf;x1460346615261134848;15/11/2021;20:38:59;Lima
madrid_ser_morf;x1460346629047922693;15/11/2021;20:39:02;Madrid
madrid_hacer_peri;x1460346646936666112;15/11/2021;20:39:07;Madrid
caracas_ser_morf;x1460346648710758400;15/11/2021;20:39:07;Caracas
madrid_ir_morf;x1460346664766611464;15/11/2021;20:39:11;Madrid
santiago_hacer_morf;x1460346666297352192;15/11/2021;20:39:11;Santiago
madrid_ser_peri;x1460346672693846017;15/11/2021;20:39:13;Madrid
mexico_ir_peri;x1460346675428347905;15/11/2021;20:39:14;México
aires_tener_morf;x1460346693027708929;15/11/2021;20:39:18;Buenos Aires
santiago_ser_morf;x1460346706999054337;15/11/2021;20:39:21;Santiago
caracas_hacer_morf;x1460346736904478722;15/11/2021;20:39:28;Caracas
santiago_ser_morf;x1460346779107573765;15/11/2021;20:39:38;Santiago
mexico_ser_morf;x1460346781259206665;15/11/2021;20:39:39;México
madrid_ir_peri;x1460346797868650498;15/11/2021;20:39:43;Madrid
madrid_ser_peri;x1460346797868650498;15/11/2021;20:39:43;Madrid
madrid_ir_morf;x1460346801970679816;15/11/2021;20:39:44;Madrid
madrid_ser_morf;x1460346808434139136;15/11/2021;20:39:45;Madrid
lima_ser_morf;x1460346869222023173;15/11/2021;20:40:00;Lima
mexico_ser_morf;x1460346872032374787;15/11/2021;20:40:00;México
madrid_tener_peri;x1460346885617721360;15/11/2021;20:40:04;Madrid
aires_ser_peri;x1460346887156895744;15/11/2021;20:40:04;Buenos Aires
madrid_ser_morf;x1460346912289214474;15/11/2021;20:40:10;Madrid
madrid_ser_morf;x1460346912289214474;15/11/2021;20:40:10;Madrid
mexico_ser_morf;x1460346927325892613;15/11/2021;20:40:14;México
santiago_ser_morf;x1460346937169702912;15/11/2021;20:40:16;Santiago
aires_tener_peri;x1460346943008382979;15/11/2021;20:40:17;Buenos Aires
aires_hacer_peri;x1460346946976206857;15/11/2021;20:40:18;Buenos Aires
aires_tener_peri;x1460346949027127297;15/11/2021;20:40:19;Buenos Aires
madrid_tener_morf;x1460346973387640835;15/11/2021;20:40:25;Madrid
aires_ser_morf;x1460347000239669248;15/11/2021;20:40:31;Buenos Aires
madrid_tener_morf;x1460347004647837702;15/11/2021;20:40:32;Madrid
mexico_ser_peri;x1460347013397155851;15/11/2021;20:40:34;México
mexico_ser_morf;x1460347017440473090;15/11/2021;20:40:35;México
lima_ser_morf;x1460347018505768960;15/11/2021;20:40:35;Lima
aires_ser_morf;x1460347031700918273;15/11/2021;20:40:38;Buenos Aires
mexico_tener_peri;x1460347057667981317;15/11/2021;20:40:45;México
caracas_ser_morf;x1460347059480023047;15/11/2021;20:40:45;Caracas
caracas_tener_morf;x1460347063208718340;15/11/2021;20:40:46;Caracas
lima_hacer_morf;x1460347103562063878;15/11/2021;20:40:56;Lima
madrid_tener_peri;x1460347106212945927;15/11/2021;20:40:56;Madrid
aires_ser_morf;x1460347180829523973;15/11/2021;20:41:14;Buenos Aires
santiago_ser_morf;x1460347200102412297;15/11/2021;20:41:19;Santiago
madrid_tener_morf;x1460347223036813316;15/11/2021;20:41:24;Madrid
madrid_tener_morf;x1460347223036813316;15/11/2021;20:41:24;Madrid
madrid_ser_peri;x1460347227419955205;15/11/2021;20:41:25;Madrid
aires_ser_morf;x1460347262559830018;15/11/2021;20:41:33;Buenos Aires
madrid_ir_morf;x1460347282960887824;15/11/2021;20:41:38;Madrid
aires_ser_peri;x1460347302225268739;15/11/2021;20:41:43;Buenos Aires
mexico_hacer_morf;x1460347332134846465;15/11/2021;20:41:50;México
lima_ser_peri;x1460347340896841733;15/11/2021;20:41:52;Lima
aires_ser_morf;x1460347350170406915;15/11/2021;20:41:54;Buenos Aires
santiago_ir_morf;x1460347385322766336;15/11/2021;20:42:03;Santiago
aires_tener_morf;x1460347395951116297;15/11/2021;20:42:05;Buenos Aires
santiago_ser_morf;x1460347398295801859;15/11/2021;20:42:06;Santiago
aires_ser_morf;x1460347413202358275;15/11/2021;20:42:09;Buenos Aires
aires_tener_peri;x1460347418571124740;15/11/2021;20:42:11;Buenos Aires
madrid_hacer_morf;x1460347451601309708;15/11/2021;20:42:19;Madrid
santiago_tener_morf;x1460347484136480770;15/11/2021;20:42:26;Santiago
santiago_ser_peri;x1460347521293856768;15/11/2021;20:42:35;Santiago
santiago_ir_morf;x1460347551664640002;15/11/2021;20:42:42;Santiago
caracas_ser_morf;x1460347559860342788;15/11/2021;20:42:44;Caracas
aires_ser_peri;x1460347563882819585;15/11/2021;20:42:45;Buenos Aires
mexico_ir_peri;x1460347578789285890;15/11/2021;20:42:49;México
caracas_ser_morf;x1460347596690665480;15/11/2021;20:42:53;Caracas
madrid_tener_peri;x1460347639820652547;15/11/2021;20:43:03;Madrid
madrid_ser_morf;x1460347694136840197;15/11/2021;20:43:16;Madrid
caracas_ser_morf;x1460347702504476677;15/11/2021;20:43:18;Caracas
caracas_ser_morf;x1460347707487404032;15/11/2021;20:43:20;Caracas
madrid_ser_morf;x1460347770691272711;15/11/2021;20:43:35;Madrid
santiago_ser_morf;x1460347813678698499;15/11/2021;20:43:45;Santiago
santiago_ser_morf;x1460347824521068550;15/11/2021;20:43:47;Santiago
aires_tener_morf;x1460347829046575106;15/11/2021;20:43:49;Buenos Aires
santiago_ser_morf;x1460347829797339139;15/11/2021;20:43:49;Santiago
lima_tener_morf;x1460347838450307072;15/11/2021;20:43:51;Lima
madrid_ser_morf;x1460347850467033098;15/11/2021;20:43:54;Madrid
aires_ser_morf;x1460347899448070144;15/11/2021;20:44:05;Buenos Aires
santiago_tener_peri;x1460347905525563393;15/11/2021;20:44:07;Santiago
caracas_ir_morf;x1460347910386855954;15/11/2021;20:44:08;Caracas
caracas_ser_morf;x1460347910386855954;15/11/2021;20:44:08;Caracas
madrid_ser_peri;x1460347931173736452;15/11/2021;20:44:13;Madrid
madrid_tener_morf;x1460347933459722240;15/11/2021;20:44:13;Madrid
caracas_tener_peri;x1460347947611271172;15/11/2021;20:44:17;Caracas
santiago_ser_morf;x1460347950979170306;15/11/2021;20:44:18;Santiago
lima_tener_morf;x1460347972017922053;15/11/2021;20:44:23;Lima
aires_ir_peri;x1460348028921995265;15/11/2021;20:44:36;Buenos Aires
mexico_tener_morf;x1460348045871226897;15/11/2021;20:44:40;México
caracas_ser_morf;x1460348047486029833;15/11/2021;20:44:41;Caracas
mexico_hacer_morf;x1460348076988768266;15/11/2021;20:44:48;México
santiago_ir_morf;x1460348109284728834;15/11/2021;20:44:55;Santiago
madrid_ser_morf;x1460348118088794123;15/11/2021;20:44:57;Madrid
aires_hacer_peri;x1460348127970426881;15/11/2021;20:45:00;Buenos Aires
lima_hacer_peri;x1460348163047501832;15/11/2021;20:45:08;Lima
santiago_ser_morf;x1460348163324354567;15/11/2021;20:45:08;Santiago
caracas_ser_morf;x1460348189228380160;15/11/2021;20:45:14;Caracas
madrid_ir_peri;x1460348201958060033;15/11/2021;20:45:17;Madrid
aires_ser_peri;x1460348299584716805;15/11/2021;20:45:41;Buenos Aires
santiago_hacer_morf;x1460348341359820801;15/11/2021;20:45:51;Santiago
madrid_ser_peri;x1460348358766309386;15/11/2021;20:45:55;Madrid
madrid_tener_morf;x1460348358766309386;15/11/2021;20:45:55;Madrid
aires_ir_morf;x1460348373697974282;15/11/2021;20:45:58;Buenos Aires
lima_hacer_morf;x1460348405801234432;15/11/2021;20:46:06;Lima
lima_ser_morf;x1460348436222513163;15/11/2021;20:46:13;Lima
lima_hacer_morf;x1460348466715111433;15/11/2021;20:46:21;Lima
aires_ser_morf;x1460348490706522116;15/11/2021;20:46:26;Buenos Aires
madrid_tener_morf;x1460348513565519878;15/11/2021;20:46:32;Madrid
lima_ser_peri;x1460348519756308482;15/11/2021;20:46:33;Lima
caracas_ser_morf;x1460348586668003336;15/11/2021;20:46:49;Caracas
aires_tener_peri;x1460348594788179976;15/11/2021;20:46:51;Buenos Aires
lima_tener_peri;x1460348608318947330;15/11/2021;20:46:54;Lima
lima_ser_morf;x1460348630628552707;15/11/2021;20:47:00;Lima
madrid_ser_morf;x1460348648039063554;15/11/2021;20:47:04;Madrid
santiago_ir_morf;x1460348658399027207;15/11/2021;20:47:06;Santiago
santiago_ser_morf;x1460348663713054721;15/11/2021;20:47:08;Santiago
aires_ir_peri;x1460348667127218177;15/11/2021;20:47:08;Buenos Aires
aires_ser_peri;x1460348677956980745;15/11/2021;20:47:11;Buenos Aires
santiago_ser_morf;x1460348689638207501;15/11/2021;20:47:14;Santiago
santiago_ser_morf;x1460348693748469761;15/11/2021;20:47:15;Santiago
madrid_ser_morf;x1460348694570676231;15/11/2021;20:47:15;Madrid
santiago_ser_morf;x1460348733497901061;15/11/2021;20:47:24;Santiago
aires_tener_morf;x1460348736752676864;15/11/2021;20:47:25;Buenos Aires
madrid_ser_morf;x1460348752984690690;15/11/2021;20:47:29;Madrid
madrid_ser_morf;x1460348752984690690;15/11/2021;20:47:29;Madrid
santiago_ser_morf;x1460348762572873739;15/11/2021;20:47:31;Santiago
santiago_ir_morf;x1460348791362625537;15/11/2021;20:47:38;Santiago
aires_ser_peri;x1460348792515878915;15/11/2021;20:47:38;Buenos Aires
aires_ser_peri;x1460348812539555841;15/11/2021;20:47:43;Buenos Aires
aires_ser_peri;x1460348812539555841;15/11/2021;20:47:43;Buenos Aires
madrid_ser_morf;x1460348819351252998;15/11/2021;20:47:45;Madrid
aires_tener_morf;x1460348828641644549;15/11/2021;20:47:47;Buenos Aires
madrid_tener_peri;x1460348879996694529;15/11/2021;20:47:59;Madrid
madrid_ser_morf;x1460348879996694529;15/11/2021;20:47:59;Madrid
santiago_ser_morf;x1460348894533992449;15/11/2021;20:48:03;Santiago
santiago_ser_morf;x1460348937592655873;15/11/2021;20:48:13;Santiago
aires_ser_morf;x1460348960846065673;15/11/2021;20:48:18;Buenos Aires
mexico_ser_morf;x1460348987295293447;15/11/2021;20:48:25;México
caracas_ser_morf;x1460348988134084612;15/11/2021;20:48:25;Caracas
madrid_hacer_morf;x1460349006320746500;15/11/2021;20:48:29;Madrid
aires_tener_peri;x1460349018995712000;15/11/2021;20:48:32;Buenos Aires
mexico_ser_morf;x1460349025673269258;15/11/2021;20:48:34;México
santiago_tener_morf;x1460349032585383948;15/11/2021;20:48:35;Santiago
madrid_tener_morf;x1460349042370695177;15/11/2021;20:48:38;Madrid
lima_ser_morf;x1460349076441124875;15/11/2021;20:48:46;Lima
lima_tener_morf;x1460349076441124875;15/11/2021;20:48:46;Lima
lima_hacer_morf;x1460349103712387090;15/11/2021;20:48:52;Lima
lima_hacer_morf;x1460349155637972992;15/11/2021;20:49:05;Lima
aires_hacer_peri;x1460349169118457857;15/11/2021;20:49:08;Buenos Aires
caracas_ser_morf;x1460349170297024519;15/11/2021;20:49:08;Caracas
madrid_tener_morf;x1460349177154650119;15/11/2021;20:49:10;Madrid
santiago_ser_morf;x1460349187673919492;15/11/2021;20:49:12;Santiago
santiago_ir_morf;x1460349198310809604;15/11/2021;20:49:15;Santiago
aires_ser_peri;x1460349205969457152;15/11/2021;20:49:17;Buenos Aires
santiago_ser_morf;x1460349222750810113;15/11/2021;20:49:21;Santiago
aires_hacer_morf;x1460349298864971778;15/11/2021;20:49:39;Buenos Aires
aires_ir_peri;x1460349337456807936;15/11/2021;20:49:48;Buenos Aires
mexico_tener_morf;x1460349385871486978;15/11/2021;20:50:00;México
lima_hacer_peri;x1460349427374346261;15/11/2021;20:50:10;Lima
aires_tener_peri;x1460349446319976455;15/11/2021;20:50:14;Buenos Aires
santiago_ir_morf;x1460349452976156677;15/11/2021;20:50:16;Santiago
lima_ser_peri;x1460349540398215175;15/11/2021;20:50:37;Lima
aires_ser_morf;x1460349544957456388;15/11/2021;20:50:38;Buenos Aires
lima_ser_morf;x1460349545209077763;15/11/2021;20:50:38;Lima
aires_ir_peri;x1460349550594564103;15/11/2021;20:50:39;Buenos Aires
madrid_hacer_morf;x1460349578566320136;15/11/2021;20:50:46;Madrid
aires_ser_morf;x1460349583234584578;15/11/2021;20:50:47;Buenos Aires
madrid_ser_morf;x1460349583456972804;15/11/2021;20:50:47;Madrid
madrid_ser_morf;x1460349602218004486;15/11/2021;20:50:51;Madrid
madrid_ir_morf;x1460349629430697992;15/11/2021;20:50:58;Madrid
lima_ser_morf;x1460349658170105860;15/11/2021;20:51:05;Lima
aires_ser_morf;x1460349664507670533;15/11/2021;20:51:06;Buenos Aires
mexico_ser_morf;x1460349671415726082;15/11/2021;20:51:08;México
mexico_ser_morf;x1460349671415726082;15/11/2021;20:51:08;México
aires_tener_peri;x1460349672384389120;15/11/2021;20:51:08;Buenos Aires
lima_ser_morf;x1460349675429580802;15/11/2021;20:51:09;Lima
lima_ser_morf;x1460349685969920005;15/11/2021;20:51:11;Lima
caracas_ser_morf;x1460349709126615045;15/11/2021;20:51:17;Caracas
lima_ir_morf;x1460349709705490442;15/11/2021;20:51:17;Lima
madrid_ser_morf;x1460349728378572804;15/11/2021;20:51:21;Madrid
madrid_ser_morf;x1460349751866576900;15/11/2021;20:51:27;Madrid
santiago_ser_morf;x1460349773735776263;15/11/2021;20:51:32;Santiago
madrid_ser_morf;x1460349782589902855;15/11/2021;20:51:34;Madrid
madrid_hacer_peri;x1460349811635466255;15/11/2021;20:51:41;Madrid
lima_ser_morf;x1460349822263865349;15/11/2021;20:51:44;Lima
madrid_ser_morf;x1460349851980423173;15/11/2021;20:51:51;Madrid
aires_ser_morf;x1460349899430674435;15/11/2021;20:52:02;Buenos Aires
madrid_ser_peri;x1460349914391719948;15/11/2021;20:52:06;Madrid
santiago_tener_morf;x1460349931038728194;15/11/2021;20:52:10;Santiago
madrid_ser_morf;x1460349936411856902;15/11/2021;20:52:11;Madrid
madrid_ser_peri;x1460349939058364425;15/11/2021;20:52:12;Madrid
caracas_hacer_morf;x1460349939469500420;15/11/2021;20:52:12;Caracas
santiago_ser_morf;x1460349947027599360;15/11/2021;20:52:14;Santiago
santiago_ser_morf;x1460349947027599360;15/11/2021;20:52:14;Santiago
madrid_tener_peri;x1460349955000963087;15/11/2021;20:52:15;Madrid
aires_ser_morf;x1460350036412448772;15/11/2021;20:52:35;Buenos Aires
lima_ir_morf;x1460350044444446727;15/11/2021;20:52:37;Lima
mexico_tener_morf;x1460350051952246789;15/11/2021;20:52:39;México
lima_ser_peri;x1460350090548240393;15/11/2021;20:52:48;Lima
aires_tener_morf;x1460350094532698118;15/11/2021;20:52:49;Buenos Aires
aires_tener_morf;x1460350095199653891;15/11/2021;20:52:49;Buenos Aires
aires_hacer_peri;x1460350097049341953;15/11/2021;20:52:49;Buenos Aires
santiago_ser_morf;x1460350185666715654;15/11/2021;20:53:10;Santiago
santiago_tener_morf;x1460350190045601792;15/11/2021;20:53:11;Santiago
madrid_tener_morf;x1460350193195528198;15/11/2021;20:53:12;Madrid
santiago_hacer_morf;x1460350265865871361;15/11/2021;20:53:30;Santiago
lima_ser_morf;x1460350284488757254;15/11/2021;20:53:34;Lima
santiago_hacer_morf;x1460350289928724481;15/11/2021;20:53:35;Santiago
santiago_ir_morf;x1460350294907359233;15/11/2021;20:53:36;Santiago
santiago_ser_morf;x1460350335864610818;15/11/2021;20:53:46;Santiago
madrid_tener_peri;x1460350356093906951;15/11/2021;20:53:51;Madrid
madrid_ir_morf;x1460350356379029505;15/11/2021;20:53:51;Madrid
madrid_tener_morf;x1460350367011590144;15/11/2021;20:53:54;Madrid
aires_ser_morf;x1460350429502472192;15/11/2021;20:54:09;Buenos Aires
madrid_ser_morf;x1460350439455698950;15/11/2021;20:54:11;Madrid
santiago_ser_morf;x1460350450931314698;15/11/2021;20:54:14;Santiago
madrid_ser_peri;x1460350465384890375;15/11/2021;20:54:17;Madrid
lima_ser_morf;x1460350482313093120;15/11/2021;20:54:21;Lima
santiago_ser_morf;x1460350524847312898;15/11/2021;20:54:31;Santiago
mexico_ser_peri;x1460350535631048716;15/11/2021;20:54:34;México
madrid_tener_morf;x1460350537208147983;15/11/2021;20:54:34;Madrid
madrid_ser_morf;x1460350537208147983;15/11/2021;20:54:34;Madrid
lima_ir_morf;x1460350544250351619;15/11/2021;20:54:36;Lima
madrid_hacer_morf;x1460350546339061760;15/11/2021;20:54:36;Madrid
madrid_ser_morf;x1460350586499616771;15/11/2021;20:54:46;Madrid
aires_ser_morf;x1460350587179094023;15/11/2021;20:54:46;Buenos Aires
aires_ir_peri;x1460350636369883137;15/11/2021;20:54:58;Buenos Aires
aires_ir_peri;x1460350636369883137;15/11/2021;20:54:58;Buenos Aires
caracas_ser_morf;x1460350646650081287;15/11/2021;20:55:00;Caracas
santiago_ser_morf;x1460350725553377287;15/11/2021;20:55:19;Santiago
santiago_ir_morf;x1460350758746931204;15/11/2021;20:55:27;Santiago
aires_tener_peri;x1460350772428689411;15/11/2021;20:55:30;Buenos Aires
santiago_ser_morf;x1460350788891410433;15/11/2021;20:55:34;Santiago
santiago_ser_morf;x1460350799490342912;15/11/2021;20:55:37;Santiago
santiago_tener_morf;x1460350799490342912;15/11/2021;20:55:37;Santiago
aires_hacer_peri;x1460350804112687105;15/11/2021;20:55:38;Buenos Aires
lima_ir_morf;x1460350834781339650;15/11/2021;20:55:45;Lima
santiago_tener_morf;x1460350855605993472;15/11/2021;20:55:50;Santiago
madrid_hacer_morf;x1460350861692055552;15/11/2021;20:55:52;Madrid
lima_tener_morf;x1460350882437124098;15/11/2021;20:55:57;Lima
madrid_tener_morf;x1460350890980876294;15/11/2021;20:55:59;Madrid
caracas_ser_morf;x1460350912153755657;15/11/2021;20:56:04;Caracas
madrid_hacer_peri;x1460350915626639367;15/11/2021;20:56:04;Madrid
santiago_ser_morf;x1460350956130816000;15/11/2021;20:56:14;Santiago
